2.335,193,25,221,8.3,76.089,42539925,19.70000076
1.648,21,179,11,3.8,74.044,2893509,32.5
1.851,261,72,212,10.4,82.14878049,23145901,12.19999981
1.44,279,75,191,9.7,81.13658537,8479375,9.100000382
2.098,42,63,7,2,76.482,1315411,10.60000038
1.791,143,173,36,6.3,75.448,282509,26.20000076
1.668,142,373,42,14.4,72.47073171,9465997,12
1.75,295,84,212,10.5,80.58780488,11182817,23.10000038
2.61,263,114,8,6.8,69.895,344181,22.39999962
1.765,245,145,16,7.2,74.777,202408632,14.69999981
1.48,231,252,94,10.3,74.86097561,7265115,29.70000076
1.587,240,122,100,8.2,81.77204878,35152370,13.80000019
1.815,130,124,172,7.6,78.931,17462982,16.10000038
1.921,159,76,3,4.2,73.847,47342981,16.89999962
1.841,149,87,11,4.4,79.254,4706401,19.89999962
1.46,230,87,254,10.2,77.12682927,4255689,50.29999924
1.702,93,137,5,4.2,79.282,11412167,6.900000095
1.373,192,154,113,8.2,79.995,1143896,36.90000153
1.46,361,170,134,11.8,78.17560976,10514272,18.89999962
1.67,224,81,278,10.4,80.3,5614932,13
2.571,162,74,3,4.2,75.661,15661547,9.800000191
2.155,52,69,2,2.2,72.753,6250777,11.19999981
1.52,224,194,59,9.5,77.14146341,1317997,18.70000076
1.75,263,133,97,10,80.97560976,5438972,19.60000038
1.99,127,151,370,11.8,82.2195122,65998573,23.70000076
1.996,52,100,149,5.4,72.832,3776000,35.70000076
1.42,346,117,175,11.3,80.4902439,80645605,7.800000191
1.29,133,112,218,8.3,81.28536585,10965211,58
3.151,53,69,2,2.2,72.562,15596214,5.699999809
2.582,93,302,1,7.1,66.318,758081,23.39999962
1.35,234,215,185,11.3,75.56585366,9893082,27
1.93,233,61,78,6.6,82.06097561,323764,11.10000038
1.96,313,118,165,11.4,81,4598294,26.70000076
3.03,63,69,9,2.5,82.05609756,8059500,10.69999981
1.39,85,42,237,6.5,82.6902439,60233948,39.70000076
1.43,77,202,16,7,83.33195122,127445000,6.800000191
2.64,124,246,12,6.8,70.45,17035275,4.099999905
2.046,0,0,0,0,74.338,3598385,20.5
1.52,281,216,62,10.5,73.98292683,2012647,23.10000038
1.59,343,244,56,12.9,73.91463415,2957689,21.89999962
1.55,236,133,271,11.4,81.8,543360,19.20000076
1.38,149,100,120,6.6,81.74634146,423374,14.10000038
1.44,98,31,18,2.6,74.01707317,1258653,21.89999962
2.27,238,68,5,5.5,76.579,122535969,9.399999619
1.68,251,88,190,9.4,81.30487805,16804432,11
2.01,203,79,175,9.3,81.40731707,4442100,15.80000019
2.3,78,118,1,3.5,74.608,5945747,7.699999809
1.78,169,71,129,6.7,81.75121951,5079623,9.100000382
2.585,285,104,18,7.2,77.413,3838462,10.10000038
2.581,213,117,74,7.3,72.786,6465740,10.5
1.29,343,215,56,10.9,77,38040196,27.20000076
1.21,194,67,339,11,80.72195122,10457295,37.79999924
1.972,1,42,7,0.9,77.739,2250473,1.200000048
1.46,297,122,167,10.4,75.06341463,19983693,23.79999924
1.707,247,326,73,11.5,70.57878049,143506911,14.10000038
1.43,283,131,127,9.6,75.18536585,7164132,49.70000076
1.19,60,12,11,1.5,82.24634146,5399162,9
1.55,270,51,276,10.6,80.32195122,2059953,22.79999924
2.533,225,76,81,8.2,59.83,53767396,51.40000153
1.27,284,157,112,10,83.07804878,46620045,57.09999847
2.445,128,178,7,5.6,70.976,542540,15.5
1.89,152,60,186,7.2,81.95609756,9600379,23.79999924
1.52,185,100,280,10.2,82.79756098,8089346,8.800000191
1.524,99,258,1,6.4,74.678,68143065,3.200000048
2.108,51,22,7,1.4,74.977,75787333,16.5
2.958,19,71,32,2.2,67.375,5366277,20.60000038
1.83,219,126,195,10.4,81.00487805,64128226,20.29999924
2.033,115,35,220,6.6,77.04,3408005,18.10000038
2.35,25,101,8,2.4,70.844,30243200,20.5
