41.66
111.24
40.41
132.64
207.55
11.89
7.62
331.98
220.18
61.48
72.73
158.25
132.67
162.88
67.24
84.35
241.97
202.13
58.88
175.62
130.02
81.49
97.92
229.07
215.21
211.17
34.33
152.17
39.9
35.43
403.07
321.31
184.27
120.3
99.47
80.77
1.16
255.48
320.81
10.04
259.34
395.24
141.16
1.99
82.11
111.83
61.01
109.49
152.62
88.74
136.43
3.8
64
54.56
36.96
190.64
148.84
12.83
150.04
319.21
234.48
129.23
265.59
13.09
87.44
425.3
146.54
160.52
80.5
31.69
45.75
263.07
22.71
77.41
257.43
63.23
