2.358,193,25,221,8.3,75.761,41656879,18.79999924
1.68,21,179,11,3.8,73.571,2875581,38.70000076
1.926,261,72,212,10.4,81.89512195,22340024,11.39999962
1.43,279,75,191,9.7,80.98292683,8391643,8.199999809
2.139,42,63,7,2,76.199,1278269,11.39999962
1.785,143,173,36,6.3,75.133,280601,25.5
1.515,142,373,42,14.4,70.55365854,9473172,12.5
1.81,295,84,212,10.5,80.58536585,11047744,18.60000038
2.676,263,114,8,6.8,69.731,329192,24.29999924
1.79,245,145,16,7.2,74.174,198686688,15.19999981
1.51,231,252,94,10.3,74.16341463,7348328,25.20000076
2.593,144,56,16,4,72.019,508067,18.10000038
1.61,240,122,100,8.2,81.44878049,34342780,14.10000038
1.856,130,124,172,7.6,78.599,17153357,17.60000038
1.978,159,76,3,4.2,73.5,46406646,23.20000076
1.893,149,87,11,4.4,78.911,4600474,17
1.48,230,87,254,10.2,76.77560976,4280622,36.59999847
1.663,93,137,5,4.2,79.064,11354651,6.699999809
1.405,192,154,113,8.2,79.62,1124835,21.39999962
1.43,361,170,134,11.8,77.87317073,10496088,17.89999962
1.75,224,81,278,10.4,79.8,5570572,14.30000019
2.628,162,74,3,4.2,75.244,15177355,10.69999981
2.224,52,69,2,2.2,72.195,6192560,12
1.61,224,194,59,9.5,76.22926829,1327439,22.60000038
2.641,77,35,1,2,69.448,867086,20.10000038
1.83,263,133,97,10,80.47073171,5388272,18.89999962
2.01,127,151,370,11.8,82.11463415,65342775,21.89999962
1.954,52,100,149,5.4,72.68,3875000,36.59999847
1.39,346,117,175,11.3,80.43658537,80274983,8.399999619
1.4,133,112,218,8.3,80.73170732,11104899,44.09999847
3.292,53,69,2,2.2,71.867,14948919,7.400000095
2.63,93,302,1,7.1,66.117,749100,22.89999962
1.23,234,215,185,11.3,74.85853659,9971727,26
2.02,233,61,78,6.6,82.35853659,319014,14.60000038
2.03,313,118,165,11.4,80.74634146,4576794,29.10000038
2.98,63,69,9,2.5,81.65609756,7765800,11.60000038
1.44,85,42,237,6.5,82.18780488,59379449,29.10000038
2.136,82,97,9,3.4,75.122,2829493,29.5
1.39,77,202,16,7,82.59121951,127833000,8
2.59,124,246,12,6.8,68.98,16556600,5.300000191
2.151,0,0,0,0,74.096,3191051,21.60000038
1.33,281,216,62,10.5,73.57560976,2059709,31
1.55,343,244,56,12.9,73.56341463,3028115,32
1.52,236,133,271,11.4,80.98780488,518347,16.79999924
2.221,0,0,0,0,76.259,375131,25.5
1.45,149,100,120,6.6,80.74634146,416268,14
1.55,98,31,18,2.6,73.26682927,1252404,21.70000076
2.318,238,68,5,5.5,76.251,119090017,10
1.76,251,88,190,9.4,81.20487805,16693074,7.5
2.09,203,79,175,9.3,80.90487805,4384000,17.20000076
2.383,78,118,1,3.5,74.016,5807820,11.60000038
1.88,169,71,129,6.7,81.29512195,4953088,8.699999809
2.613,285,104,18,7.2,77.021,3707782,11.89999962
2.675,213,117,74,7.3,72.47,6293783,10.19999981
3.109,71,186,1,4.6,68.433,95277940,16.10000038
1.33,343,215,56,10.9,76.69512195,38063255,25.5
1.35,194,67,339,11,80.47073171,10557560,30
2.027,1,42,7,0.9,77.443,1952054,1.700000048
1.47,297,122,167,10.4,74.4097561,20147528,23.89999962
1.582,247,326,73,11.5,69.68390244,142960868,15.30000019
1.4,283,131,127,9.6,74.53658537,7234099,50.40000153
1.2,60,12,11,1.5,81.74390244,5183688,9.199999809
1.56,270,51,276,10.6,79.97073171,2052843,15.80000019
2.572,225,76,81,8.2,57.201,52263516,50.09999847
1.34,284,157,112,10,82.47560976,46742697,47.09999847
2.495,128,178,7,5.6,70.578,531589,19
1.9,152,60,186,7.2,81.80243902,9449213,23.20000076
1.52,185,100,280,10.2,82.69512195,7912398,7.599999905
1.542,99,258,1,6.4,74.197,67530130,2.900000095
2.139,51,22,7,1.4,74.437,73409455,17.89999962
2.892,19,71,32,2.2,66.928,5174061,21
1.459,206,237,45,8.9,70.80926829,45706100,19
1.91,219,126,195,10.4,80.95121951,63258918,20.10000038
2.236,25,101,8,2.4,70.322,29339400,20.60000038
