2.322,193,25,221,8.3,76.252,42981515,21.29999924
1.634,21,179,11,3.8,74.255,2906220,35.09999847
1.821,261,72,212,10.4,82.3,23504138,13.10000038
1.47,279,75,191,9.7,81.4902439,8541575,9.199999809
2.078,42,63,7,2,76.622,1336397,10.89999962
1.696,142,373,42,14.4,72.97073171,9474511,12
1.74,295,84,212,10.5,81.28780488,11209057,23.60000038
2.578,263,114,8,6.8,70.027,351694,22
1.753,245,145,16,7.2,75.042,204213133,15.19999981
1.53,231,252,94,10.3,74.46585366,7223938,25.89999962
1.798,130,124,172,7.6,79.117,17613798,16.39999962
1.897,159,76,3,4.2,74.022,47791911,18.89999962
1.819,149,87,11,4.4,79.44,4757575,19.20000076
1.46,230,87,254,10.2,77.47804878,4238389,45.90000153
1.713,93,137,5,4.2,79.415,11439767,7.099999905
1.36,192,154,113,8.2,80.173,1152309,35.70000076
1.53,361,170,134,11.8,78.82439024,10525347,16.70000076
1.69,224,81,278,10.4,80.7,5643475,12.39999962
2.542,162,74,3,4.2,75.879,15903112,10.80000019
2.126,52,69,2,2.2,73.015,6281189,11.69999981
1.54,224,194,59,9.5,77.03414634,1314545,17
1.71,263,133,97,10,81.1804878,5461512,19.20000076
2.01,127,151,370,11.8,82.67073171,66331958.5,23.89999962
2.003,52,100,149,5.4,72.951,3727000,34.09999847
1.47,346,117,175,11.3,81.0902439,80982500,7.599999905
1.3,133,112,218,8.3,81.38536585,10892413,53.90000153
3.089,53,69,2,2.2,72.869,15923559,5.400000095
1.44,234,215,185,11.3,75.76341463,9866468,21
1.93,233,61,78,6.6,82.86097561,327386,10.89999962
1.94,313,118,165,11.4,81.34878049,4617225,25.79999924
3.08,63,69,9,2.5,82.15365854,8215700,11
1.37,85,42,237,6.5,83.0902439,60789140,44.09999847
1.42,77,202,16,7,83.58780488,127276000,6.5
2.74,124,246,12,6.8,71.62,17289224,3.5
2.011,0,0,0,0,74.458,3782450,19.39999962
1.65,281,216,62,10.5,74.12439024,1993782,19.29999924
1.63,343,244,56,12.9,74.51707317,2932367,21.5
1.5,236,133,271,11.4,82.22926829,556319,16
1.42,149,100,120,6.6,81.94634146,427364,13.60000038
1.43,98,31,18,2.6,74.19439024,1260934,21.20000076
2.243,238,68,5,5.5,76.753,124221600,9.899999619
1.71,251,88,190,9.4,81.70731707,16865008,11.10000038
2.264,78,118,1,3.5,74.884,6013997,7.599999905
1.75,169,71,129,6.7,82.1,5137232,8.399999619
2.799,22,16,1,0.7,76.578,3960925,18.79999924
2.565,285,104,18,7.2,77.61,3903986,11
2.542,213,117,74,7.3,72.913,6552584,9.300000191
1.32,343,215,56,10.9,77.60243902,38011735,24
1.23,194,67,339,11,81.12195122,10401062,36.79999924
1.95,1,42,7,0.9,77.888,2374419,1.299999952
1.52,297,122,167,10.4,74.96097561,19908979,25.10000038
1.75,247,326,73,11.5,70.74365854,143819666,12.89999962
1.46,283,131,127,9.6,75.33658537,7130576,49.5
1.25,60,12,11,1.5,82.49512195,5469724,9.600000382
1.58,270,51,276,10.6,81.07804878,2061980,20.79999924
2.51,225,76,81,8.2,60.993,54539571,52.59999847
1.32,284,157,112,10,83.22926829,46480882,57.90000153
2.421,128,178,7,5.6,71.138,547928,17.89999962
1.88,152,60,186,7.2,82.25365854,9696110,22.79999924
1.54,185,100,280,10.2,83.19756098,8188649,8.699999809
1.512,99,258,1,6.4,74.895,68416772,3.900000095
2.09,51,22,7,1.4,75.239,77030628,17.70000076
2.956,19,71,32,2.2,67.552,5466241,20.20000076
1.498,206,237,45,8.9,71.18658537,45271947,16.89999962
1.81,219,126,195,10.4,81.30487805,64613160,16.70000076
2.019,115,35,220,6.6,77.19,3419546,19.10000038
2.457,25,101,8,2.4,71.039,30757700,20.29999924
